latitude,longitude,sex,age,state
20.831647338637474,-150.32664976066306,1,7,0
20.831458026776232,-150.32706537932825,1,5,0
20.831232552257077,-150.32676523706996,1,5,0
20.831002124213658,-150.32746812133513,0,4,0
20.83164697472237,-150.3270811040765,0,2,0
20.83147718801053,-150.32695546956754,1,7,0
20.831531561124883,-150.3262369687207,1,7,0
20.8315093079051,-150.32674752739163,0,5,0
20.83085952880727,-150.3270838225469,0,3,0
20.831097500838133,-150.3274803242066,1,7,0
20.831522931509607,-150.326648814965,0,5,0
20.83082798371654,-150.32721398771085,1,4,0
20.830910229750987,-150.32683985423256,0,5,0
20.831468032797783,-150.32704841391148,0,6,0
20.831584733637722,-150.32693656453299,1,6,0
20.831362945534753,-150.32708151184224,1,5,0
20.831418946033725,-150.32658960349633,0,6,0
20.83135444123075,-150.32662847465127,0,5,0
20.831038291463305,-150.32654038315283,0,2,0
20.83157104822757,-150.32638980580427,1,7,0
20.830756777341815,-150.3271907544927,1,7,0
20.83137241583956,-150.32652621126854,1,4,0
20.831521321487905,-150.32685209239727,1,5,0
20.830913854389625,-150.32681110388415,1,5,0
20.830925906459175,-150.32680953815273,0,6,0
20.831095006814294,-150.32684593986514,1,6,0
20.831169969305034,-150.32745167021466,1,4,0
20.83138925796038,-150.32718626912543,1,6,0
20.831276040699507,-150.32645352868943,0,5,0
20.83113170058094,-150.32700424407315,1,7,0
20.83101689450909,-150.32770983572334,1,7,0
20.831731571018196,-150.32735553135976,0,5,0
20.831742243874885,-150.32652259038326,0,5,0
20.83138432164021,-150.32671535875778,1,5,0
20.831640144575605,-150.32653742312252,1,5,0
20.831227625350305,-150.3268860185909,0,5,0
20.8312523071753,-150.32701582795175,1,4,0
20.831536481016343,-150.32685562324153,0,5,0
20.8314218036001,-150.32638199084164,1,6,0
20.830987896432024,-150.32644045920205,1,6,0
20.831699779919294,-150.32676003288125,1,5,0
20.831470183760388,-150.32664343315352,0,6,0
20.831243045760743,-150.32695100217936,1,5,0
20.831290922541175,-150.32664980202458,1,5,0
20.83174688411738,-150.32657826368632,0,5,0
20.831619026162063,-150.3264906395739,0,6,0
20.8318249373376,-150.32714881483187,1,5,0
20.831617885476394,-150.32683180682594,1,6,0
20.83063584933517,-150.32741874133694,1,7,0
20.83073768589591,-150.32655443469187,0,6,0
20.83175705685428,-150.32685820539885,1,5,0
20.83094691769797,-150.32704481966928,1,4,0
20.831413356459063,-150.32675487163513,1,4,0
20.83115658353247,-150.32723081395844,1,4,0
20.831364214046097,-150.32686862011687,0,6,0
20.831067251944248,-150.32725593098053,1,5,0
20.830950619698967,-150.3263073725461,1,5,0
20.831493319329688,-150.32681796830673,1,5,0
20.831912876873197,-150.32678178783817,1,5,0
20.830826321913783,-150.32689649243042,1,7,0
20.831422481338688,-150.32705615345736,1,6,0
20.831460150532866,-150.3267851315732,1,6,0
20.831624087597568,-150.32670997914582,1,7,0
20.831366807686138,-150.326780923074,1,6,0
20.831489219441185,-150.32653314937048,0,5,0
20.83197373720869,-150.32646447494295,1,5,0
20.831148910781582,-150.32655968152133,1,5,0
20.831686189371997,-150.3263442333538,1,4,0
20.831146264085202,-150.3271960421345,1,6,0
20.83154604483163,-150.32690401680233,1,4,0
20.831400480355743,-150.32697500251797,0,6,0
20.831607570022243,-150.32664578314467,1,4,0
20.831483146203176,-150.32620649273613,0,2,0
20.830889624550636,-150.32733571825105,1,5,0
20.83168883855324,-150.32679567492534,0,5,0
20.831580692290405,-150.32672972899735,0,5,0
20.98253968324776,-150.6032326819923,0,6,0
20.9820637935836,-150.6035202219931,1,4,0
20.233776106688754,-150.93928773573668,0,4,0
20.235839285942962,-150.94070580948235,0,5,0
20.237985077260074,-150.94048150633614,0,4,0
20.23661657688175,-150.94054991477554,0,1,0
20.235159602515047,-150.9406450976944,0,4,0
20.2354270319662,-150.94043377881275,0,4,0
20.233717339469177,-150.93970491829919,0,5,0
20.235715370227464,-150.94093999499367,0,2,0
20.236356403991923,-150.94078059669283,1,8,1
20.23497606702177,-150.94072258757188,0,4,0
20.23797001867892,-150.9404857011613,0,4,0
20.302084322376107,-150.63302605367045,0,2,0
20.30116190218772,-150.63398997464543,1,4,0
20.299260137159216,-150.63611720385785,0,4,0
20.301127348740565,-150.6343524316859,0,2,0
20.301170434211866,-150.63383819747145,0,2,0
20.300304065212355,-150.6352012283867,0,3,0
20.301478377336153,-150.6341568276478,1,2,0
20.301490425381452,-150.63381899987493,0,2,0
20.300544080017264,-150.63385481761972,0,4,0
20.299412514118618,-150.63624528489922,0,2,0
20.302226082296613,-150.63416284256013,0,3,0
20.301451249237203,-150.63453553224684,0,3,0
20.30031610525704,-150.63483084304633,0,4,0
20.30081121878616,-150.63293857561828,0,4,0
20.30250074088881,-150.6337495910207,0,5,0
20.302073617149514,-150.6341862565154,0,2,0
20.300728034399754,-150.63404230052166,0,4,0
20.301302832723763,-150.63413876723413,0,5,0
21.087655768772894,-150.32917673432522,1,2,0
21.087312732928083,-150.33023529764301,0,3,0
21.087613379789786,-150.32989715010746,1,2,0
21.087827757035132,-150.33053085433824,0,6,0
21.087476081655527,-150.3302104055464,1,2,0
21.085788582040507,-150.32917695374883,0,6,0
21.088551801751684,-150.33082474962026,1,3,0
21.08886697307817,-150.3309304030914,1,3,0
21.087014459293115,-150.3292219261492,0,4,0
21.087187770135433,-150.33054332128003,1,2,0
21.08618887768479,-150.32985438013196,1,2,0
21.086846930686708,-150.3301630136589,0,6,0
21.086311001645168,-150.33058509198744,1,2,0
21.088014476508615,-150.33022655052164,1,6,0
21.08709254148359,-150.32993907085338,0,6,0
21.08825915299204,-150.3298785556458,0,6,0
21.08702158345838,-150.32878938584128,1,2,0
21.088536999888497,-150.33009618448915,0,4,0
21.086639030380287,-150.33057041919378,0,6,0
21.086696610251114,-150.3299628282393,1,2,0
21.08661809576156,-150.32896005727872,1,2,0
21.08849234471258,-150.32928546771015,0,3,0
21.086446981870086,-150.32889810596848,0,6,0
21.087877789301153,-150.32975079260225,1,2,0
21.087748727220227,-150.32886107432188,0,6,0
21.086469502560206,-150.32878759362663,0,3,0
21.087891612776207,-150.33052532492448,0,6,0
21.087493568758745,-150.33186460886031,0,3,0
21.087832229678902,-150.3308950980923,0,3,0
21.086383942818244,-150.3300226929831,0,6,0
20.56735435719323,-150.70302417772675,0,2,0
20.567651285615067,-150.7049009037977,0,2,0
20.566994758603034,-150.70402039750635,0,2,0
20.566640016909872,-150.70459131942656,0,2,0
20.56695584463545,-150.7054210859179,1,5,0
20.57113427210373,-150.7021820802359,0,2,0
20.568065610457214,-150.70348435400643,0,2,0
20.571371663495395,-150.70145932541305,0,2,0
20.570971741318356,-150.70303877219774,1,2,0
20.569862534195586,-150.70459684275946,0,2,0
20.565755810485076,-150.70399649023392,1,2,0
20.56454461275879,-150.7046198902502,0,5,0
20.57040314214303,-150.7023717559815,1,2,0
20.568319251386658,-150.70330126636497,0,2,0
20.569785951671097,-150.7022728801974,0,2,0
21.1549408896085,-150.36809878951038,0,2,0
21.154707165115273,-150.36878883772732,1,2,0
21.154411302373376,-150.36821417083652,0,4,0
21.154503661169333,-150.36778173680258,1,2,0
21.154354573497102,-150.3687947042508,0,2,0
20.54222052861059,-150.14084723364155,0,2,0
20.54186869797049,-150.14136409665596,1,2,0
20.543181961729328,-150.1410372390759,1,2,0
20.542547205320368,-150.1413387708279,1,2,0
20.541830400282116,-150.14154013782215,1,2,0
20.542290700756897,-150.14098148549138,1,2,0
20.541816077488065,-150.1421121777544,1,2,0
20.542019768989352,-150.1417380126565,1,4,0
20.678608204154333,-151.80974600004473,1,3,0
20.6785175026031,-151.81230628749893,1,7,0
20.684975043914218,-151.80885907333058,1,6,0
21.147905984211757,-150.68205608651544,0,5,0
21.148023234025562,-150.68283644955926,1,5,0
21.149487304086403,-150.68407288821342,0,2,0
21.147922708046877,-150.68291399383656,1,3,0
21.149545026254344,-150.68298898872197,0,2,0
20.46453216077026,-150.75364548643532,1,2,0
20.4628173364626,-150.75397490918627,0,7,0
20.465416707254917,-150.75343033085562,1,2,0
20.463902435053022,-150.75455069181265,1,3,0
20.463849702122438,-150.75649614048243,1,3,0
20.46426079410572,-150.7557871222195,0,3,0
20.463664541544208,-150.75436141101596,1,2,0
20.463341313296578,-150.75559435855223,1,3,0
20.46476812680186,-150.75553510558385,1,2,0
20.46277762491661,-150.75677461290266,1,3,0
20.463383470889088,-150.7562663563057,0,2,0
20.46256056881011,-150.75456197461872,0,6,0
20.463886078534017,-150.75459406486647,1,2,0
20.46430267294999,-150.75374788657592,1,2,0
20.463643832224225,-150.7546569023179,0,2,0
20.464290068130097,-150.75533755282513,0,3,0
20.464946128325547,-150.75417796449113,1,2,0
20.46414814728528,-150.75393166219737,1,5,0
21.23643221288357,-150.44055354505485,1,5,0
21.236693306962,-150.44067278792332,0,2,0
21.236365025211963,-150.44045931321895,1,5,0
21.236055826575747,-150.44079868762702,0,3,0
21.23683977990414,-150.44103805908168,1,2,0
21.23701151445861,-150.44053807901352,1,2,0
21.236427592325278,-150.44022254707767,1,2,0
21.236342688059928,-150.44095156855522,1,5,0
21.236485441339887,-150.4400105488501,0,3,0
21.236975559460593,-150.4402008476808,1,3,0
21.236585643165263,-150.44034051450615,1,2,0
21.236982125618734,-150.44101234311404,1,2,0
21.23627958835445,-150.4401455438374,0,2,0
21.236285001954148,-150.43983109645458,1,5,0
21.23612246383307,-150.44068026845358,0,4,0
21.23621004030942,-150.44101931592607,0,2,0
21.236314406902398,-150.44052284895986,1,2,0
21.236617304099656,-150.44036969202958,1,3,0
21.236452113625877,-150.4410977992931,0,4,0
21.23659890378141,-150.44057195800332,1,2,0
21.23636042299214,-150.44055567016082,1,0,0
21.23652545626245,-150.44032333765983,1,2,0
21.236550911505983,-150.44145939605488,1,2,0
21.23606688598882,-150.44120288969546,1,1,0
21.236651282992327,-150.440908350319,0,3,0
21.236375246351198,-150.44048901842527,1,1,0
21.236544518058057,-150.44082821029338,1,2,0
21.236415810946525,-150.44041973835724,0,2,0
21.236356113923353,-150.44062741036214,0,1,0
21.23673379868022,-150.44050463929278,1,2,0
21.236865285535544,-150.4405784156193,1,2,0
21.236228719612924,-150.44046411690377,0,4,0
21.236520565640898,-150.44052183655123,1,1,0
21.23636684990633,-150.44111045927258,0,4,0
21.2365216275853,-150.4408663862853,1,2,0
21.23659648951195,-150.4406341285646,0,3,0
21.236594397337377,-150.4409875851486,1,3,0
21.236395699507295,-150.44097550825893,0,7,0
21.237063038776324,-150.44052314909794,1,3,0
21.23676110610599,-150.4410463318877,0,3,0
21.236393436505132,-150.44067086490668,0,4,0
21.23636477631439,-150.44002772555717,0,3,0
21.236205590822806,-150.44071154625126,1,2,0
21.236521083253393,-150.4409551891057,1,5,0
21.236982821278293,-150.4407822339138,0,3,0
21.236506941584825,-150.44030961149414,1,2,0
21.23674373262015,-150.4403851805049,1,2,0
21.23675676612735,-150.44051267268358,1,2,0
21.236186222365824,-150.44009392637363,1,3,0
21.236359888160674,-150.44082800399042,1,2,0
21.23685100927301,-150.44110350942265,1,2,0
21.23650858190044,-150.44063929930934,0,2,0
21.236594948706916,-150.44042113286406,0,2,0
21.236923089133914,-150.43997822917797,0,2,0
21.236171002252295,-150.44072179317308,0,2,0
21.23658290301107,-150.4406982504625,1,6,0
21.236778181797785,-150.44022582112183,0,3,0
21.23631566745756,-150.44072022609882,1,1,0
21.236548209902768,-150.4403782320209,0,3,0
21.2367856338557,-150.44080322989583,1,1,0
21.236717956717555,-150.4400873677403,1,2,0
21.23649338949543,-150.44048772835865,1,2,0
21.236137523667416,-150.44057210928423,0,2,0
21.235787607095858,-150.44060410036906,0,4,0
21.236473217933966,-150.4411971709616,1,5,0
21.236564538491542,-150.44096378553988,1,5,0
21.23581844375908,-150.44077636208795,1,2,0
21.236711036063067,-150.44048690042084,1,2,0
21.23651058030066,-150.4410157268413,1,5,0
21.236185366157862,-150.44040825068012,0,3,0
21.236731425546903,-150.43988235444417,0,2,0
21.236443483231323,-150.44019022037034,1,5,0
21.23597066759924,-150.44048268314322,1,2,0
21.236563345472558,-150.4408571003113,0,2,0
21.236663583946388,-150.4402519520306,1,2,0
21.23622516135709,-150.4403350657562,1,3,0
21.236696741027934,-150.4408581711319,1,2,0
21.237052480878777,-150.44038385917543,0,2,0
21.236449750561345,-150.4406685634006,1,6,0
21.23679498762552,-150.44095753961184,0,3,0
21.236981099535793,-150.43994942039572,0,5,0
21.236384318561498,-150.4406410704683,1,5,0
21.236094889338204,-150.44046485071743,1,2,0
21.236201741787262,-150.44065534730987,1,2,0
21.236667226827677,-150.44145637591512,1,2,0
21.236627622782844,-150.4413074640491,0,4,0
21.236790502367636,-150.44028010788034,1,3,0
21.23638022967951,-150.44062693459057,1,2,0
21.23649678047863,-150.44073095652683,1,2,0
21.23674635785128,-150.44038519584734,0,5,0
21.23626962559438,-150.44064554403016,1,0,0
21.236211983349737,-150.4407420658558,1,5,0
21.236576749366193,-150.4406061016366,1,2,0
21.23641605194112,-150.44103070514436,1,1,0
21.236769491394465,-150.440433391389,1,5,0
21.236499632858106,-150.4404786335099,0,2,0
21.23660120137208,-150.44050776841075,0,2,0
21.236699232867842,-150.44119503578438,0,2,0
21.23667035579403,-150.44029874447438,1,2,0
21.236449600408992,-150.44057475809365,0,3,0
21.23644170345355,-150.44077064864732,0,3,0
21.236556565258276,-150.44095525363701,0,3,0
21.236566863783352,-150.44036759044224,1,2,0
21.236265625714562,-150.44073317937054,1,2,0
21.23632583705628,-150.44041518578967,1,3,0
21.23618620875652,-150.44071188979666,1,2,0
21.236702282207144,-150.44064042993023,0,4,0
21.23680615974815,-150.44058675625448,1,2,0
21.23669479380854,-150.44096641089,0,2,0
21.23659644772715,-150.44073714315095,1,2,0
21.23670008007719,-150.4407647642236,0,2,0
21.236678118650524,-150.44043603503678,0,2,0
21.236681594334904,-150.44021012213724,1,2,0
21.236428579639465,-150.4402145825463,1,2,0
21.23641078653547,-150.44086139017583,1,1,0
21.23625877458074,-150.4404131326,0,6,0
21.236597063689395,-150.4408715791637,1,5,0
20.516512766288574,-150.94365638964257,1,2,0
20.516605824659976,-150.94359135643103,1,7,0
20.51615243548434,-150.94452231696965,1,2,0
20.5163419347681,-150.94459655971445,1,2,0
20.51644622637653,-150.94380948108042,1,6,0
20.51609101246959,-150.94489206498457,1,6,0
20.516103162328903,-150.9444264727361,1,2,0
20.516142762357063,-150.94428305135744,1,3,0
20.516492463038627,-150.94381538073145,1,2,0
20.516082789054828,-150.943703063531,1,3,0
20.51635443383047,-150.94376012871373,0,6,0
20.51666765700687,-150.944028190295,0,6,0
20.242231646384493,-150.79231799220636,0,4,0
20.240448704179844,-150.7944201151323,0,2,0
20.240354707088397,-150.79329566438255,1,2,0
20.239375252522894,-150.79425111953393,0,2,0
20.240593838867596,-150.7938033179615,1,3,0
20.24130269369986,-150.79342790833775,0,2,0
20.2420177662634,-150.79275685357695,1,3,0
20.24108899333685,-150.79378416267906,0,2,0
20.2413340978981,-150.79350810208828,1,2,0
21.108892881875267,-150.3812358628231,0,5,0
21.109806315427775,-150.37697330955757,1,5,0
21.10909576426952,-150.38158406572754,0,2,0
21.108615446108665,-150.38020060788733,0,2,0
21.109190363137856,-150.378824706513,0,5,0
21.109062206352654,-150.38297835132218,0,5,0
21.109869339144183,-150.38022141995768,1,2,0
21.10932019984421,-150.37988532564532,1,3,0
21.11005122251757,-150.379488718999,0,2,0
21.109954134957974,-150.37914513647604,0,5,0
21.109051578414192,-150.37889235877847,1,2,0
21.108994957222766,-150.38098109807814,0,2,0
21.10740223381159,-150.37971026510368,1,4,0
21.10913239874743,-150.37859883116673,1,2,0
21.108163175118303,-150.38392457264968,1,4,0
21.107981468155515,-150.38168933526003,1,5,0
21.10932778860571,-150.37989935146615,1,3,0
21.10974982629531,-150.38017707720883,1,2,0
21.10881053438075,-150.38153323827208,1,5,0
21.109301319461746,-150.38202903545047,0,5,0
21.10803981733445,-150.37985118325847,1,5,0
21.109051628483606,-150.38107597129408,1,4,0
21.110230083935182,-150.37878548224606,0,5,0
21.109026875708825,-150.38080218487727,1,2,0
21.108167185069444,-150.3832074035881,1,4,0
21.108601232966095,-150.38236923830527,0,2,0
21.109203792700132,-150.38096862095122,1,4,0
21.10864563677624,-150.37954771503712,1,3,0
20.624769728843685,-151.1980992383976,0,5,0
20.626279396488943,-151.19763603288172,0,2,0
20.629132570405556,-151.19677366434112,0,3,0
20.629011552643114,-151.19729124201788,0,6,0
20.62759370043741,-151.1976985583679,0,2,0
20.62415438876368,-151.1981116061416,1,2,0
20.626399842726638,-151.19808167697238,0,2,0
20.524928601475473,-150.51041441572536,0,6,0
20.525742477692592,-150.5113604472852,1,4,0
20.525505381728347,-150.50755796806934,1,2,0
20.524249984269435,-150.5073992477584,0,2,0
20.5249411507252,-150.5085890495454,1,2,0
20.525245548377633,-150.50751172737193,1,6,0
20.52470943687558,-150.50869288653587,1,4,0
20.524288617912966,-150.5102282488846,0,4,0
20.524885106851375,-150.5100721749749,1,4,0
20.524757742752392,-150.50891150091064,1,4,0
20.524540910128817,-150.5089567758383,1,2,0
20.524847411456633,-150.50881971770315,0,2,0
20.524183946691345,-150.50777993747062,0,4,0
20.52548122650028,-150.50945456420828,0,6,0
20.524451804455964,-150.50910523143511,1,4,0
20.526144069778518,-150.5088081917599,1,6,0
20.525355498837097,-150.50947661065868,1,2,0
20.525585421032044,-150.50996352960692,1,4,0
20.52492104843469,-150.50888594370292,1,6,0
20.52549347537863,-150.51172938762193,0,4,0
20.897159236129184,-150.54612941133314,1,1,0
20.896770484115155,-150.5462028562999,0,4,0
20.896700347654754,-150.54603324066954,1,3,0
20.896214907500976,-150.54722646863888,1,5,0
20.89614543037814,-150.5457988057287,1,4,0
20.89735027967914,-150.54576538835556,1,5,0
20.89619237301972,-150.54653123447014,1,4,0
20.897512915676355,-150.54681934263573,0,2,0
20.89676731223845,-150.54660088411515,1,4,0
20.89771578838894,-150.54589447209014,1,1,0
20.391088532603916,-150.99463263804168,0,4,0
20.39107879219,-150.99572825276258,0,3,0
20.391062598803188,-150.99583390599273,1,3,0
20.26868962753002,-150.97987766393362,1,2,0
20.268987440516458,-150.9786315842518,0,2,0
20.269836530716013,-150.98000001942498,0,2,0
20.268582761569842,-150.97880939961286,0,2,0
20.26940892265094,-150.97870672514625,0,8,0
20.310648860934982,-150.7030670979036,0,2,0
20.310698348887808,-150.70310618302855,0,0,0
20.309813823508943,-150.70353138012436,0,5,0
20.310168829106928,-150.7038130230114,0,3,0
20.30965874021468,-150.70269395072532,1,1,0
20.30998528060633,-150.70405723293857,0,3,0
20.30760966524969,-150.7025307514167,1,6,0
20.308183564866347,-150.70277266687535,1,1,0
20.78610239685982,-150.44796307879335,1,6,0
20.786251108714286,-150.44819178611735,1,6,0
20.786187853318257,-150.44748175146935,0,5,0
20.790655509211412,-150.4490563234104,1,2,0
20.785918883525095,-150.44764004126202,0,3,0
20.787023745165325,-150.4484309479816,0,6,0
21.075318228177284,-150.3634205229819,0,4,0
21.076510115016728,-150.3620788234385,0,3,0
21.07599516400796,-150.36219545257782,1,1,0
21.076568716256617,-150.36201282214716,1,2,0
21.075005461574303,-150.36338825297946,1,3,0
21.07652630250541,-150.36208911785567,0,5,0
21.075867457331693,-150.36183767725996,1,6,0
21.075857251935716,-150.36151731221707,0,1,0
21.0754866400821,-150.36253685599124,0,1,0
21.07621387896101,-150.36197853078048,0,3,0
21.074959939253187,-150.36264583642895,0,6,0
21.074854574634195,-150.3643223301656,1,3,0
21.07708128342709,-150.3615745674984,0,1,0
21.075832084760343,-150.36242533363418,1,4,0
21.075248184490643,-150.36278180993887,0,4,0
21.074521839112318,-150.36379724235056,0,2,0
20.26267782775456,-150.93003151999517,1,2,0
20.262722929133513,-150.9306976305725,1,2,0
20.262997922380123,-150.93043366663534,1,2,0
20.263003504104077,-150.93026893808386,0,2,0
20.26277949688142,-150.93053643352224,1,2,0
20.262971982343647,-150.9303522976283,1,3,0
20.26250430303813,-150.92986821418808,1,2,0
20.262725089550152,-150.93053908916238,1,2,0
20.26270052252216,-150.93080705771249,0,2,0
20.262774277918204,-150.9304310548452,1,3,0
20.26315549046256,-150.93139830366584,0,2,0
20.262828807345738,-150.93059892008944,1,3,0
20.26254598648779,-150.93026487376136,1,0,0
20.262874659074697,-150.93073170349982,0,2,0
20.26312656610155,-150.93103810205673,1,2,0
20.26337229857155,-150.93101765917902,1,1,0
20.262466533484762,-150.93044653652177,1,2,0
20.26269517735399,-150.93034544986034,1,2,0
20.26268029075503,-150.93076815791326,1,1,0
20.26273002853771,-150.93018825407253,1,0,0
20.262332912676765,-150.9303340697169,0,2,0
20.26321495521743,-150.93066837763277,1,0,0
20.262994225462343,-150.9302889951714,1,2,0
20.26289323358125,-150.9308866702646,1,3,0
20.262998241849967,-150.93070154331755,1,2,0
20.262580205912837,-150.93063086108558,0,2,0
20.39749429410948,-150.6919608558572,0,3,0
20.396267061988624,-150.69048651292152,0,2,0
20.39570059354498,-150.68894080619674,0,5,0
20.396008953978367,-150.6885558769429,0,6,0
20.395915645497055,-150.68867914834436,0,4,0
20.39648890022732,-150.68975303723025,0,2,0
20.396021580314127,-150.68965807765477,0,3,0
20.396515169869065,-150.6903487049505,0,3,0
20.396864156905725,-150.69130579054044,1,6,0
20.396253730235642,-150.68937643355278,0,5,0
20.396494229051815,-150.68972996270156,0,2,0
20.396391623946258,-150.69029158673925,0,2,0
20.455240303132985,-150.8850420101211,0,6,0
20.455391956097067,-150.88551416569035,0,5,0
20.45492112574021,-150.88602934129472,1,7,0
20.455953605205295,-150.8848730092678,0,3,0
20.45649467234791,-150.88429407550566,0,6,0
20.454885741073053,-150.8847767737147,1,2,0
20.45554758120933,-150.88518680330765,1,2,0
20.455752827425894,-150.88498473935067,1,2,0
20.455803358787193,-150.88648393890253,0,2,0
20.45593384568399,-150.88491508675287,1,3,0
20.45413828062306,-150.88746744619465,1,2,0
20.455895412022652,-150.8829962044676,1,2,0
20.455651153556417,-150.88321156078032,0,6,0
20.455611418753442,-150.88389021386038,1,2,0
20.45538966020496,-150.8853365502664,1,2,0
20.455238633545203,-150.88570808580883,1,2,0
20.45542142885604,-150.8838931446894,1,3,0
20.455948944627213,-150.88527918438487,0,2,0
20.644359708439048,-150.06575174706543,1,2,0
20.64450504582782,-150.0656325855986,1,2,0
20.644267241439874,-150.0664895282706,1,2,0
21.127203104391,-150.35235598142813,0,6,0
21.12676660621705,-150.35460353800596,0,3,0
